layout_pass,circuit_type,num_qubits,topology,status,error,Gate Count,Circuit Depth,2Q Count,2Q Depth
qlego-qiskit_CSPLayoutPass,Grover Circuit,10,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,Grover Circuit,10,heavy_hex,success,,59586.0,46168.0,31923.0,26041.0
qlego-tket_LinePlacementPass,Grover Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,Grover Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,Grover Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,Grover Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,Grover Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,Grover Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,Grover Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,Grover Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,Grover Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,Grover Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,Grover Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,QFT Circuit,10,heavy_hex,success,,409.0,201.0,234.0,127.0
qlego-qiskit_DenseLayoutPass,QFT Circuit,10,heavy_hex,success,,391.0,185.0,216.0,115.0
qlego-qiskit_SabreLayoutPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_VF2LayoutPass,QFT Circuit,10,heavy_hex,failed,qiskit.transpiler.exceptions.TranspilerError: 'Layout algorithm failed to find a valid mapping.',,,,
qlego-qiskit_CSPLayoutPass,QFT Circuit,10,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-tket_LinePlacementPass,QFT Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,QFT Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,QFT Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,QFT Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,QFT Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,QFT Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,QFT Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,QFT Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,QFT Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,QFT Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,QFT Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8112.0,6834.0,1292.0,1170.0
qlego-qiskit_DenseLayoutPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8115.0,6858.0,1295.0,1186.0
qlego-qiskit_SabreLayoutPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8031.0,6796.0,1211.0,1126.0
qlego-qiskit_VF2LayoutPass,Amplitude Estimation Circuit,10,heavy_hex,failed,qiskit.transpiler.exceptions.TranspilerError: 'Layout algorithm failed to find a valid mapping.',,,,
qlego-qiskit_CSPLayoutPass,Amplitude Estimation Circuit,10,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-tket_LinePlacementPass,Amplitude Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,Amplitude Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,Amplitude Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,Amplitude Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,Amplitude Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,Amplitude Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,Amplitude Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,Amplitude Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,Amplitude Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,Amplitude Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,Amplitude Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,492.0,261.0,305.0,188.0
qlego-qiskit_DenseLayoutPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,459.0,250.0,272.0,173.0
qlego-qiskit_SabreLayoutPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,393.0,179.0,206.0,113.0
qlego-qiskit_VF2LayoutPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,qiskit.transpiler.exceptions.TranspilerError: 'Layout algorithm failed to find a valid mapping.',,,,
qlego-qiskit_CSPLayoutPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-tket_LinePlacementPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_DenseLayoutPass,W State Circuit,10,heavy_hex,success,,176.0,94.0,21.0,15.0
qlego-qiskit_SabreLayoutPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_VF2LayoutPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_CSPLayoutPass,W State Circuit,10,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-tket_LinePlacementPass,W State Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,W State Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,W State Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,W State Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,W State Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,W State Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,W State Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,W State Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,W State Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,W State Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,W State Circuit,10,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,DJ Circuit,15,heavy_hex,success,,219.0,99.0,101.0,71.0
qlego-qiskit_DenseLayoutPass,DJ Circuit,15,heavy_hex,success,,213.0,95.0,95.0,68.0
qlego-qiskit_SabreLayoutPass,DJ Circuit,15,heavy_hex,success,,165.0,77.0,47.0,46.0
qlego-qiskit_VF2LayoutPass,DJ Circuit,15,heavy_hex,failed,qiskit.transpiler.exceptions.TranspilerError: 'Layout algorithm failed to find a valid mapping.',,,,
qlego-qiskit_CSPLayoutPass,DJ Circuit,15,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,DJ Circuit,15,heavy_hex,success,,162.0,67.0,44.0,43.0
qlego-tket_LinePlacementPass,DJ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,DJ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,DJ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,DJ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,DJ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,DJ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,DJ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,DJ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,DJ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,DJ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,DJ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,GHZ Circuit,15,heavy_hex,success,,89.0,44.0,71.0,43.0
qlego-qiskit_DenseLayoutPass,GHZ Circuit,15,heavy_hex,success,,92.0,54.0,74.0,50.0
qlego-qiskit_SabreLayoutPass,GHZ Circuit,15,heavy_hex,success,,47.0,33.0,29.0,29.0
qlego-qiskit_VF2LayoutPass,GHZ Circuit,15,heavy_hex,success,,32.0,18.0,14.0,14.0
qlego-qiskit_CSPLayoutPass,GHZ Circuit,15,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,GHZ Circuit,15,heavy_hex,success,,32.0,18.0,14.0,14.0
qlego-tket_LinePlacementPass,GHZ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,GHZ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,GHZ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,GHZ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,GHZ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,GHZ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,GHZ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,GHZ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,GHZ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,GHZ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,GHZ Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,Grover Circuit,15,heavy_hex,success,,1217131.0,955333.0,673573.0,532067.0
qlego-qiskit_DenseLayoutPass,Grover Circuit,15,heavy_hex,success,,1211482.0,950939.0,667924.0,525510.0
qlego-qiskit_SabreLayoutPass,Grover Circuit,15,heavy_hex,success,,1218811.0,959871.0,675253.0,538996.0
qlego-qiskit_VF2LayoutPass,Grover Circuit,15,heavy_hex,failed,qiskit.transpiler.exceptions.TranspilerError: 'Layout algorithm failed to find a valid mapping.',,,,
qlego-qiskit_CSPLayoutPass,Grover Circuit,15,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,Grover Circuit,15,heavy_hex,success,,1184197.0,936728.0,640639.0,511246.0
qlego-tket_LinePlacementPass,Grover Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,Grover Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,Grover Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,Grover Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,Grover Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,Grover Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,Grover Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,Grover Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,Grover Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,Grover Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,Grover Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,QFT Circuit,15,heavy_hex,success,,1035.0,386.0,660.0,289.0
qlego-qiskit_DenseLayoutPass,QFT Circuit,15,heavy_hex,success,,1017.0,399.0,642.0,284.0
qlego-qiskit_SabreLayoutPass,QFT Circuit,15,heavy_hex,success,,867.0,350.0,492.0,234.0
qlego-qiskit_VF2LayoutPass,QFT Circuit,15,heavy_hex,failed,qiskit.transpiler.exceptions.TranspilerError: 'Layout algorithm failed to find a valid mapping.',,,,
qlego-qiskit_CSPLayoutPass,QFT Circuit,15,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,QFT Circuit,15,heavy_hex,success,,897.0,378.0,522.0,252.0
qlego-tket_LinePlacementPass,QFT Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,QFT Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,QFT Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,QFT Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,QFT Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,QFT Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,QFT Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,QFT Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,QFT Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,QFT Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,QFT Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,Amplitude Estimation Circuit,15,heavy_hex,success,,246769.0,213358.0,33413.0,33056.0
qlego-qiskit_DenseLayoutPass,Amplitude Estimation Circuit,15,heavy_hex,success,,246781.0,213392.0,33425.0,33076.0
qlego-qiskit_SabreLayoutPass,Amplitude Estimation Circuit,15,heavy_hex,success,,246610.0,213336.0,33254.0,33028.0
qlego-qiskit_VF2LayoutPass,Amplitude Estimation Circuit,15,heavy_hex,failed,qiskit.transpiler.exceptions.TranspilerError: 'Layout algorithm failed to find a valid mapping.',,,,
qlego-qiskit_CSPLayoutPass,Amplitude Estimation Circuit,15,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,Amplitude Estimation Circuit,15,heavy_hex,success,,246586.0,213302.0,33230.0,32993.0
qlego-tket_LinePlacementPass,Amplitude Estimation Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,Amplitude Estimation Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,Amplitude Estimation Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,Amplitude Estimation Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,Amplitude Estimation Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,Amplitude Estimation Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,Amplitude Estimation Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,Amplitude Estimation Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,Amplitude Estimation Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,Amplitude Estimation Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,Amplitude Estimation Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,Quantum Phase Estimation Circuit,15,heavy_hex,success,,1095.0,474.0,681.0,322.0
qlego-qiskit_DenseLayoutPass,Quantum Phase Estimation Circuit,15,heavy_hex,success,,1101.0,489.0,687.0,341.0
